gene,fc_1,fc_2
AKTIP,1.816535488,0.931163474
FTO,1.075200498,1.10066736
CRNDE,1.360525096,2.079242334
AMFR,2.742132185,2.172145218
OGFOD1,2.373244332,3.053758693
NUDT21,1.365964242,2.318121207
BBS2,2.622184354,1.669733154
MT1F,12.92562886,2.15439906
MT2A,52.09000572,42.07212613
NUP93,2.991418162,0.814555665
MT1X,8.309834115,3.072117779
FAM192A,2.680666918,2.510869826
RSPRY1,1.635575382,1.383331078
ARL2BP,1.483413741,2.787116873
HERPUD1,1.788867815,3.470173894
CIAPIN1,2.01968796,2.819492031
COQ9,1.981682362,1.770575208
POLR2C,3.075650747,2.870222742
KATNB1,1.368086425,2.20515383
C16orf80,0.87870785,1.125418599
CSNK2A2,3.570537587,4.482855549
GPR56,4.231002173,0.298883871
SLC38A7,4.055711469,2.444052338
GOT2,1.801914939,1.405066668
CKLF,2.241691546,5.182127979
TK2,1.769803416,1.516348787
CMTM4,0.687564174,0.643616167
DYNC1LI2,1.726310959,1.20145115
FAM96B,2.406864785,3.40434048
NAE1,1.797177121,2.397046766
TRADD,2.47034678,1.602155787
CES2,2.542028158,2.606792282
C16orf70,3.586664861,0.992113437
CBFB,3.164485497,3.690392666
E2F4,4.520204066,4.643422196
TMEM208,2.121099415,1.958853896
ELMO3,0.100575133,0.069046123
ATP6V0D1,1.943386416,0.969464132
CNOT1,1.774494997,1.569291868
NOL3,1.384591827,0.474448279
KIAA0895L,0.392631404,0.172188338
CTCF,0.749500963,0.914790254
GFOD2,1.281326013,0.850274811
EDC4,2.778150185,2.247684978
PSMB10,8.772310829,3.32989563
PSKH1,3.843221098,1.394095292
CENPT,1.118167202,0.927174348
THAP11,2.40451541,3.184363114
NUTF2,3.178933846,2.281782025
PRMT7,2.269791963,1.240345922
ESRP2,0.152129877,0.126456918
ZFP90,1.375208134,1.048657659
SLC7A6,4.650916236,2.589283661
SLC7A6OS,4.776100644,4.26516283
CIRH1A,4.437195775,3.708448998
SNTB2,2.289093355,0.896781689
VPS4A,3.018015666,2.385793894
CHTF8,1.0929803,1.28898337
COG8,2.809380494,1.58917722
NIP7,4.840941209,4.176385452
CYB5B,0.982942532,1.411426103
CDH1,0.000310652,0.000146917
NOB1,2.504253132,2.04391204
WWP2,1.362010037,0.591224936
NQO1,9.471743065,3.351749309
PDXDC2P,1.315693369,0.948476229
EXOSC6,2.563066927,2.419273669
NFAT5,1.894148895,0.44973152
FUK,1.890566668,0.739811996
DDX19B,2.491476782,2.677125666
COG4,2.253546496,1.578304694
AARS,3.578466193,5.073100608
VAC14,7.341502271,5.421300477
SF3B3,3.103811694,2.317249111
FTSJD1,2.451107925,1.159750785
AP1G1,1.262478265,0.904233531
DHX38,4.530567907,3.088233736
PSMD7,2.898580762,2.323166584
IST1,1.818915001,1.608279975
WDR59,2.306928305,1.599884664
TMEM170A,1.919882666,0.96175528
CFDP1,2.121787115,1.925677191
GABARAPL2,1.515668699,1.051274011
TERF2IP,1.399079729,1.216257586
KARS,3.901279303,2.837188362
GLG1,4.403236656,2.191004121
CDYL2,0.573258234,1.191418196
CMC2,0.53685108,2.397569536
CENPN,0.955404539,3.035500682
ATMIN,2.187850709,2.131942619
GCSH,2.579645128,1.750217691
GAN,4.394260292,5.267543208
MPHOSPH6,6.253049361,2.206159637
HSBP1,2.57053819,2.42158224
HSDL1,3.964240276,3.102612109
ATP2C2,1.182579883,0.059769683
MBTPS1,4.430480001,4.240387109
COTL1,341.8794482,21.98824938
KLHL36,8.696764736,2.711845049
KIAA1609,9.752101878,5.416488922
GSE1,1.215118531,0.700742958
ZDHHC7,8.045302327,3.414271345
USP10,2.778843496,2.557955137
EMC8,5.051016914,4.019450093
COX4I1,3.033592748,2.891359445
KLHDC4,2.768407052,2.056054137
MAP1LC3B,4.087003113,9.9946856
MVD,0.574170521,2.620211577
TRAPPC2L,3.403101402,2.180128324
APRT,2.224295625,1.363262991
PIEZO1,4.269163207,1.022932972
SPG7,5.213270361,2.254918098
ANKRD11,3.606168551,3.017002503
CDK10,0.990634268,1.184623721
TUBB3,0.851336262,1.089418709
TCF25,1.687739914,0.820258244
CHMP1A,2.138126855,3.148946762
DBNDD1,0.818567869,0.232656218
FAM57A,0.600375468,0.723455151
GEMIN4,0.969830009,0.716062649
VPS53,2.320470194,1.16699363
DEF8,5.599240765,4.323708191
GLOD4,0.580971175,0.669353532
RNMTL1,0.788766207,0.60878634
TIMM22,0.922216999,0.776496164
NXN,186.1859666,2.186265969
ABR,1.661741798,0.648424391
CRK,1.176691499,1.100596778
PITPNA-AS1,0.866011634,0.652250921
PITPNA,1.090466329,0.750519495
YWHAE,1.048871246,0.603424486
MYO1C,0.693619621,0.674450479
PRPF8,1.144162589,0.932317027
RPA1,0.497876927,0.440818237
MIR22HG,2.583923498,3.971036254
DPH1,0.73921174,0.700656601
OVCA2,1.535348473,1.096221816
RPL13,3.958260095,3.541614038
SGSM2,0.541388536,0.244480308
METTL16,1.538591106,0.799817992
TSR1,2.376524536,1.992452169
CLUH,1.15353139,0.762141569
PAFAH1B1,0.900479075,0.860921308
RAP1GAP2,0.942857433,0.712361199
CYB5D2,1.056155261,0.296767332
UBE2G1,0.853593178,0.638756926
MED11,0.830419981,0.542881418
EMC6,1.695141433,1.178826664
TAX1BP3,2.148924232,1.382109149
PSMB6,1.037055804,1.200731937
RNF167,0.845360929,0.826483623
SLC25A11,0.52406841,0.371764552
MINK1,4.217186373,0.76479765
SPAG7,1.69171893,1.668080358
PFN1,1.184841864,1.624377054
ZNF232,1.077534252,0.472520631
KIF1C,3.578052105,1.27079824
RABEP1,0.924678722,0.715569517
DERL2,1.006832398,0.744508322
MIS12,1.234374749,0.88491951
NUP88,1.039721601,1.120688196
C1QBP,1.067862198,1.157181892
RPAIN,1.529530313,0.690746412
MED31,1.097465031,0.95926695
TXNDC17,0.762677841,0.635073228
RNASEK,0.977029949,1.376534179
C17orf49,0.772533582,0.737904507
DVL2,1.222163952,1.401461564
PHF23,1.097222335,0.724944253
CTDNEP1,1.772780809,1.598649838
GABARAP,0.588357846,0.255276797
GPS2,2.280434843,3.15351176
KCTD11,2.604415268,1.657939956
EIF5A,0.875474543,1.477614128
TMEM256,1.021384475,0.531568967
ZBTB4,2.349544793,1.695067131
ELP5,0.69684214,0.932175375
CLDN7,0.015616596,0.03549581
ACADVL,0.404065105,0.285002328
CD68,36.03232819,25.10048805
MPDU1,1.02241999,0.832759287
FXR2,0.726769288,0.657608981
SAT2,0.537210311,0.319050339
LSMD1,0.49219255,0.542973459
CYB5D1,0.596259473,0.643034964
TP53,0.239076223,0.033555746
TRAPPC1,1.751786881,1.136013346
CNTROB,0.953196585,0.727003473
MIR4521,2.41E-11,8.66E-12
TMEM107,0.646675981,0.744756105
KRBA2,1.281724825,0.582612187
RANGRF,1.652758845,7.238406768
CHD3,1.009624683,0.252485617
SENP3,3.173157341,1.525987535
EIF4A1,0.805173077,0.74145053
SNORD10,0.990666535,0.443561281
NDEL1,1.608278251,1.904905606
STX8,3.188670819,3.099237407
MYH10,1.377402224,0.231971003
SCO1,2.13156133,1.689578132
MAP2K4,1.538056132,0.930823242
RPL26,2.646143154,2.473581961
ELAC2,1.556231118,0.906434307
TRIM16,14.03267359,6.25062529
TVP23C-CDRT4,5.082293947,1.948353792
TVP23C,2.018078174,1.807850388
ZSWIM7,1.300755413,0.794652724
TTC19,1.467017915,0.930579011
PIGL,3.517298672,1.904913918
NCOR1,0.769759161,1.041426618
UBB,1.24488529,0.83355874
USP32P1,4.247979147,4.065802488
FLCN,3.32302999,1.278098554
COPS3,1.022729576,1.682577254
PEMT,1.136687105,0.841575147
ATPAF2,0.806500301,0.504570959
DRG2,1.668852256,1.163148686
SREBF1,0.32861006,0.235288961
TOM1L2,0.8463476,0.23824499
MPRIP,2.51432228,1.640748687
ALKBH5,2.037107717,1.07300035
SHMT1,0.537671615,0.481680314
TRIM16L,26.07108473,9.26663329
CCDC144B,3.81620002,1.578710418
TVP23B,1.811417308,1.920681517
LLGL1,1.427955638,1.130152206
FLII,1.915139741,1.96252576
PRPSAP2,0.688944785,0.839916122
FAM83G,13.57632527,2.699006751
C17orf76-AS1,1.293428208,1.565980963
EPN2,0.96586115,0.82211616
B9D1,1.598904278,1.137149486
AKAP10,1.981805369,1.634252651
ALDH3A2,0.043641206,0.497740466
DHRS7B,0.633844323,0.983119644
TMEM11,1.363317751,1.426937368
USP22,1.445517816,0.648284923
SPECC1,8.599627149,1.986091131
WSB1,3.360298175,2.00587889
TMEM97,0.305775259,0.343460347
IFT20,2.52193269,2.752952291
TMEM199,2.22149899,1.687494936
SLC46A1,0.736068205,0.394319918
UNC119,1.561989211,0.831172174
TNFAIP1,2.767669235,2.261277143
POLDIP2,1.924385311,1.343981254
PIGS,0.536391664,0.814314594
ALDOC,1.103102018,0.520756727
SDF2,1.273206369,0.832630915
SUPT6H,1.952402851,1.043529027
KIAA0100,1.768766964,1.063454661
TRAF4,0.603289792,0.319585645
ERAL1,0.928441507,1.149481855
FLOT2,0.482671465,0.417041811
PHF12,1.550760659,0.218110009
MYO18A,0.614787213,0.628035039
NUFIP2,1.041038608,1.026507025
RPL23A,1.383039053,1.566849989
TLCD1,0.429973719,0.401005259
TP53I13,0.670065295,1.130217891
GIT1,2.221653473,4.066738599
BLMH,1.549255585,1.310657405
TAOK1,0.904354052,1.068517589
GOSR1,1.023996596,0.859648834
TEFM,1.30803624,1.229656558
CRLF3,0.8108293,2.273030868
COPRS,1.527408252,1.776079615
CPD,1.634679826,2.266958119
UTP6,3.53421284,3.233475165
SUZ12,0.886772759,1.091964969
C17orf75,0.850847528,0.782727428
RHOT1,1.585104119,1.700808253
NF1,1.600171272,1.270047369
PSMD11,2.323366695,2.192507774
TMEM98,0.035354754,0.013888809
MYO1D,0.028947037,0.037334133
ZNF207,1.081607369,0.801297915
ZNF830,1.163109956,0.741975049
LIG3,0.56311079,0.650385785
NLE1,1.51526609,1.153787371
RFFL,1.225397057,1.044719896
SLFN5,387.5513869,4.273725679
TAF15,0.973707476,0.925353406
AP2B1,2.012521066,1.215867447
PIGW,0.909509692,0.843487012
GGNBP2,1.427681113,1.519831442
AATF,3.328600215,2.99329578
ZNHIT3,1.029476119,1.400488402
MYO19,0.855155077,1.014534341
DUSP14,3.058061134,1.695745456
TADA2A,0.812667952,1.131218969
DDX52,1.263640907,0.968547838
SYNRG,0.788293461,0.418169683
LOC440434,1.604823709,0.665159853
MRPL45,1.802514395,1.478434501
CISD3,0.778048942,0.505162567
MLLT6,1.437196024,0.951852342
PSMB3,1.880632402,1.559222799
ACACA,0.4228385,0.271411838
PIP4K2B,1.28405403,0.847153332
LASP1,1.111225446,1.566547559
RPL23,1.351444614,1.012865386
SNORA21,0.171853823,0.749702174
MED1,1.902758579,1.587542393
STARD3,2.508919328,1.347830619
MIEN1,0.96922382,0.65886349
CDK12,2.582788647,1.43296798
ORMDL3,1.718896705,0.574318476
ERBB2,0.816327258,0.169025485
RPL19,1.520856873,1.179657175
PSMD3,1.938209793,1.387139121
THRA,6.232136291,1.548342011
MED24,1.775248871,0.890993983
CASC3,1.354094948,1.031561962
MSL1,1.558689772,1.221322041
SMARCE1,1.363726263,0.777304898
KRT10,5.71564285,2.052450477
TMEM99,18.76341437,1.44364377
KRT19,0.014074865,2.704528164
EIF1,1.730755008,2.691494261
LEPREL4,1.37972113,0.912140753
KLHL11,0.944609704,1.188862325
NT5C3B,1.186994153,0.961129259
FKBP10,2.338215243,1.18270146
KAT2A,1.537554697,0.870928595
JUP,0.889834785,0.282348641
RAB5C,2.371297421,1.812904625
ACLY,0.708714408,0.816435633
CNP,2.374437112,1.027613914
NKIRAS2,1.849069893,0.950392393
DNAJC7,1.741173356,1.413566862
HSD17B1,1.622289584,0.535071749
STAT3,3.381672987,0.781201418
ATP6V0A1,0.57670885,0.472646522
COASY,0.988468365,1.770030678
EZH1,1.813102148,1.45200084
MLX,1.016799175,1.092487577
PLEKHH3,0.434208725,0.29008498
VPS25,1.812690787,1.191994892
COA3,0.848948629,0.971258636
FAM134C,1.242783083,1.040962523
TUBG1,1.326023889,1.239628761
BECN1,1.748717037,1.211239849
AARSD1,1.236475863,0.979405609
PSME3,1.898577606,1.280034922
IFI35,5.316299973,6.500355485
VAT1,4.085753566,2.088942708
RPL27,2.596235536,2.007127684
DHX8,1.554414181,1.251530724
DUSP3,2.278302992,2.348785643
NBR1,1.624685349,1.541128466
TMEM101,1.231241357,2.763698982
LSM12,2.054596488,2.700834544
G6PC3,0.7849526,0.867569543
TMUB2,1.277128073,2.656522655
ATXN7L3,2.236131001,3.278183119
UBTF,0.785256798,0.885629396
SLC25A39,0.497872758,0.829195515
CCDC43,1.817035282,3.148972938
GRN,2.371899959,3.523969136
DCAKD,0.865883762,0.65893636
HEXIM1,1.015397235,0.500835239
NMT1,2.220977927,3.24513046
EFTUD2,1.872233482,1.599721136
ARHGAP27,4.509935718,0.357414333
PLEKHM1,3.577939881,1.623047038
MGC57346,1.29118349,0.620009619
NSFP1,0.681779666,0.354730579
KANSL1,1.390542595,0.923591752
ARL17A,1.242510885,0.700899455
NSF,0.74133766,0.380041165
GOSR2,4.420201368,2.745690348
CDC27,1.42166075,1.545303216
NPEPPS,1.192399439,0.635916078
PRR15L,0.01685738,0.009497533
MRPL10,2.62310404,2.20878135
SCRN2,1.782025051,1.250401382
PNPO,1.003723987,0.527377185
CDK5RAP3,0.909008715,0.860454033
KPNB1,1.877608725,1.671175885
SNX11,1.60914992,1.294340425
CBX1,1.210923539,0.578055785
NFE2L1,3.109100685,3.420267014
ATP5G1,1.132901168,1.16664384
SNF8,3.899160016,2.549596508
UBE2Z,2.929509335,2.013592119
ZNF652,0.209420313,0.210555203
CALCOCO2,1.369460206,1.862170288
PHB,1.432006659,1.599452272
SLC35B1,1.615942694,1.992373039
SPOP,1.062699365,0.865876751
KAT7,1.229177719,0.776654621
PPP1R9B,3.232411218,2.202027041
XYLT2,3.57452483,1.748313242
MRPL27,1.704651985,1.539950237
RSAD1,1.397820166,1.622925565
SPATA20,0.478431092,0.178520774
ANKRD40,1.935670914,2.040393539
LRRC59,3.230016457,5.160903699
LUC7L3,1.208994648,0.933988943
TOB1,0.251781864,0.226817179
SPAG9,1.900082875,2.981795539
UTP18,2.062511686,1.720152288
PCTP,1.153315005,1.422172854
TOM1L1,0.475308225,0.740354627
COX11,1.331920433,1.200427818
COIL,1.407103056,1.096278832
TRIM25,6.740848436,2.234138872
SCPEP1,1.773139981,1.157124278
MSI2,1.133950809,0.591982976
AKAP1,0.678795878,0.590807036
MRPS23,2.73195679,3.077766082
VEZF1,2.200638584,2.850700097
DYNLL2,0.669101831,0.462145002
MTMR4,1.474120543,1.210334406
RAD51C,0.732210587,0.820307025
SRSF1,0.873728723,0.967585887
SMG8,1.679168282,1.11850355
GDPD1,0.945614033,0.548630185
SUPT4H1,1.864389075,1.572092191
SKA2,0.57108711,0.977973098
TRIM37,1.117619761,2.001993707
DHX40,1.685365938,1.442618015
NME1-NME2,0.796209821,1.294911274
NME1,1.39002938,1.492703972
NME2,1.233955648,2.050542613
PTRH2,2.967433097,1.507266102
VMP1,4.851475505,2.94017174
RNFT1,0.563084201,0.885421639
HEATR6,2.241175459,1.517499956
RPS6KB1,1.185923759,1.433431217
USP32,2.675385358,1.692968464
APPBP2,0.786202304,0.449348967
CLTC,1.452013135,0.977053467
BCAS3,2.713205133,1.201578653
TLK2,1.494442893,1.464205929
MED13,0.786050539,0.991310782
TACO1,1.357229024,1.257503179
CYB561,0.525343125,0.53947462
TANC2,12.86015726,4.214331001
DCAF7,0.744143999,0.640662954
CCDC47,1.063011135,1.010613625
DDX42,1.838554016,1.11458463
SMARCD2,0.403306787,0.608277433
FTSJ3,4.105743439,3.17521029
PSMC5,1.468514222,1.046338029
SNORD104,5.75287273,1.135215059
TEX2,1.828401153,0.854676776
CEP95,1.284600914,1.18708477
SMURF2,4.375461943,3.474515649
LOC146880,0.858114258,0.291763332
PLEKHM1P,1.638199881,0.551301434
GNA13,2.033568334,2.032074569
DDX5,1.054249881,0.752347286
HELZ,0.968865565,0.551430904
PSMD12,1.953642994,1.392217838
NOL11,1.028474333,0.975214769
KPNA2,0.759849587,0.955970668
C17orf58,0.701369986,2.432957323
LINC00674,0.716232406,0.915239995
BPTF,1.232022688,0.604795017
WIPI1,8.12863662,29.16140265
AMZ2,3.169665806,1.722811439
SOX9,0.313243418,2.058184242
SLC39A11,0.73634619,0.571073122
CDC42EP4,4.851324711,1.470834451
C17orf80,1.249867451,1.14110192
COG1,1.437742624,1.087062594
FAM104A,1.333316059,1.313001264
NAT9,1.312721279,1.548496675
SLC9A3R1,2.769226904,0.354772516
HID1,0.03949711,0.028934699
ICT1,1.1451766,0.879412276
FDXR,0.196696245,0.132472901
PRKAR1A,1.243561379,1.070726065
RPL38,2.131850741,1.67995107
KCTD2,1.398819342,0.692869997
ATP5H,1.481334853,1.137509226
NT5C,0.652634095,1.495247174
NUP85,0.887431608,1.277944465
HN1,0.86878758,0.507132327
SUMO2,0.946990622,0.763976959
TSEN54,0.799550928,0.868063927
GRB2,1.744818288,1.074170919
LLGL2,0.01432575,0.018767286
SAP30BP,1.563687074,1.53234378
MRPS7,1.595835457,1.50609268
MIF4GD,1.627855453,1.676690692
RECQL5,3.442885069,1.190089507
GALK1,1.543892454,1.42729267
UNK,3.015535546,1.241560504
WBP2,2.257103575,1.36246727
MRPL38,1.470908865,1.057696238
TRIM65,1.232688961,1.619512935
H3F3B,0.585944435,0.652433371
SRP68,1.381561176,1.346228073
UBALD2,1.083299156,3.833613943
PRPSAP1,1.189269002,1.161039962
ACOX1,0.800712335,0.375829952
EXOC7,1.189347673,0.521818006
JMJD6,2.905392787,3.230774237
MXRA7,27.48406979,23.0578032
METTL23,2.504613893,1.933243912
SNHG16,1.415812158,1.86655195
SRSF2,1.035513518,0.920616773
MFSD11,0.81706837,0.603475089
SYNGR2,0.372302604,0.282060648
AFMID,3.955044914,0.357015798
TMC6,0.074439586,0.009890032
PGS1,4.664248083,3.93204166
CYTH1,1.446206063,0.876946983
TIMP2,555.3629325,8.071571654
CBX8,0.750028258,0.3961116
Sep-09,7.139452918,1.149577425
CBX4,0.654718617,0.681320756
LGALS3BP,2107.725711,7.693436357
CANT1,1.240447015,0.569158094
EIF4A3,1.02291072,1.016578933
SLC26A11,0.295461931,0.138064066
GAA,1.119013845,0.984280696
TBC1D16,12.55591455,2.014119627
C17orf89,1.826685465,0.751954969
SLC38A10,1.389731124,0.91994921
BAIAP2,1.471723006,0.599105813
RNF213,10.12582055,1.668303387
C17orf70,1.931958146,0.699734832
OXLD1,2.950722053,1.768707763
CCDC137,2.401686507,1.591079117
ARL16,2.757222984,1.898947325
NPLOC4,2.719321401,1.552605915
MRPL12,1.379834358,1.416607133
HGS,3.320601671,3.315953597
FAM195B,3.950932006,1.179164484
SLC25A10,0.806558233,0.242214493
ALYREF,0.956897194,1.641661965
ARHGDIA,2.088410576,0.858048395
SIRT7,2.184270283,1.838763871
MAFG,3.245928894,8.384499756
ANAPC11,1.140676997,1.432684071
RAC3,0.690085495,0.90246934
STRA13,0.420857445,0.702049024
RFNG,1.511632188,1.771907104
DCXR,0.198304131,0.252643962
PYCR1,1.299953642,1.576458162
GPS1,1.477593509,1.280454668
DUS1L,0.83306912,1.37461655
CCDC57,0.856645565,0.518611334
P4HB,2.015619349,1.571766529
FASN,0.210621434,0.399194102
CSNK1D,3.692165647,1.635507465
FOXK2,1.895604587,1.673001365
RAB40B,0.446469808,0.26736402
NARF,3.380075824,1.521796755
FN3KRP,1.295563776,1.404342915
WDR45B,1.380785036,1.462685533
ACTG1,2.097853152,1.488625358
ROCK1P1,0.792304839,1.06897948
TBCD,1.068641437,0.34371077
C17orf62,1.157577721,0.800221371
THOC1,1.222334542,1.162825758
USP14,0.984444736,1.194527586
ENOSF1,0.433254393,0.505527362
YES1,1.227889567,1.563501074
LPIN2,9.64073558,1.647281175
SMCHD1,0.826529878,0.728990542
MYL12A,2.936135289,5.087314675
TGIF1,7.733284463,5.559253654
PTPRM,3826.290919,4.119080512
RAB12,2.75145286,2.980251307
MYL12B,1.453599912,1.520495454
NDUFV2,0.898972924,0.676083507
TWSG1,3.418390053,1.400367868
RALBP1,1.874798609,1.835970931
ANKRD12,0.86527666,0.961706293
NAPG,1.630207105,1.219703812
VAPA,1.927097514,2.314890191
PPP4R1,3.256270094,2.721612482
AFG3L2,1.140108876,1.149537361
MPPE1,0.743145703,0.874130775
CHMP1B,1.401532712,1.414566356
PSMG2,1.877153148,1.457003464
SPIRE1,2.598954459,2.713665856
SEH1L,1.479411786,1.448110354
PTPN2,3.377866024,1.999308442
CEP192,1.069506711,1.625110823
FAM210A,2.424237142,4.06096897
RNMT,2.124919601,2.462149801
SNRPD1,0.997953727,1.228541467
ESCO1,0.642044939,0.730675189
ABHD3,0.300122319,0.348469863
ROCK1,1.33147179,1.213791939
RBBP8,0.789945501,2.618030802
MIB1,1.727342708,2.293996148
RIOK3,1.902199336,2.33202621
C18orf8,1.6750881,1.937835444
NPC1,6.790135165,3.164750677
TTC39C,4.396645225,2.555849539
IMPACT,1.544177271,1.029986875
OSBPL1A,7.255882583,2.663110249
KCTD1,1.012147917,1.046109276
SS18,1.355977552,1.889487199
DSC2,0.068606925,0.005703655
TRAPPC8,0.95309059,1.119425451
RNF138,1.280478207,1.574017953
DSG2,0.747817162,0.319567646
ZNF397,0.532927184,0.49909033
ZSCAN30,1.364917322,0.753507602
INO80C,0.853804433,0.457736364
ZNF24,0.50723341,0.532270892
C18orf21,2.141321211,1.981556169
GALNT1,1.24572055,0.935404626
RPRD1A,0.906055674,1.007097807
MOCOS,3.011357502,6.219090774
SLC39A6,0.428072847,0.614508433
ELP2,2.004282297,1.748682724
PIK3C3,1.722682318,1.153962796
TPGS2,1.374696223,1.063134386
EPG5,2.535638481,2.109101882
HAUS1,1.467216065,2.386909786
C18orf25,1.982217577,1.991843673
PIAS2,1.211493695,0.74580218
HDHD2,1.420245219,0.562372204
LAMA3,15.11083981,0.346302435
IER3IP1,1.188759759,1.881187227
DYM,1.459197314,2.510738406
SMAD2,1.568210388,1.516459188
ATP5A1,0.574936316,0.558369741
ACAA2,0.851613042,0.377263986
SCARNA17,1.948811913,1.037956999
MYO5B,0.108460718,0.132227103
ME2,2.593158775,1.581756066
SMAD4,1.733759022,1.613240271
MEX3C,1.265492868,1.565366046
MBD2,1.456131141,1.85126719
RAB27B,1.193210698,1.919464776
MBD1,2.539068416,2.435827444
TXNL1,1.161723171,1.222701457
FECH,0.544657757,0.290177877
ATP8B1,0.654222488,0.309583189
NARS,2.215425187,2.460889398
ZNF532,12.81184793,1.804023677
SEC11C,0.681733113,0.596203841
MALT1,3.00300817,2.247878245
NEDD4L,1.071134494,0.622404786
PMAIP1,11.1823003,26.62000594
KIAA1468,0.55959373,0.346262218
PIGN,0.652285978,0.496105332
LMAN1,6.075921539,3.578215974
KDSR,2.511632536,5.397331415
VPS4B,1.17288802,1.463456825
C18orf32,1.054071719,0.78816782
RPL17,1.637422612,1.378349732
SERPINB8,7.084184612,28.12759507
TMX3,1.173343566,1.456608264
SOCS6,1.691850057,1.551209924
TIMM21,1.228862467,1.076418603
CYB5A,2.403980486,0.417127583
CNDP2,0.961883332,0.151456879
MBP,1.79616736,0.69858563
HSBP1L1,4.462588038,3.300888885
PQLC1,5.290186652,2.886476162
TXNL4A,1.512010637,1.196131364
ADNP2,1.145458166,1.335416609
WASH5P,1.235651532,0.610365583
PPAP2C,4.721605533,0.667064853
CDC34,2.310903433,1.31512269
RNF126,1.899292041,1.430148197
POLRMT,1.204094919,1.463912876
FSTL3,10.77675244,7.389491967
MED16,1.087436265,0.320870795
WDR18,0.525092116,0.479102483
R3HDM4,1.545644233,1.092468099
TMEM259,1.625478544,1.019324463
PTBP1,1.094718686,1.581116334
POLR2E,1.054269594,0.645194098
CNN2,7.96211877,7.886497508
ATP5D,0.212126617,0.189568478
BSG,1.298510349,1.144266495
STK11,1.489351345,1.290235905
GPX4,0.539313436,0.981942741
C19orf24,1.94975051,0.697242999
GAMT,0.613075795,0.238067747
NDUFS7,0.495726009,0.727730488
DAZAP1,1.752514163,3.108798588
REEP6,0.532381693,0.020956003
CIRBP,0.611518988,0.201733785
C19orf25,0.766779875,0.629363523
RPS15,0.931874218,0.645918938
MEX3D,1.185586483,0.951611402
MBD3,1.235480563,0.733507245
UQCR11,0.777317151,0.607327736
TCF3,2.898674031,1.57622637
FAM108A1,1.498178436,0.710741657
SCAMP4,1.468131365,0.324891144
BTBD2,1.19287294,0.625241147
CSNK1G2,1.347687622,1.024825727
PLEKHJ1,0.569615396,0.518712931
AP3D1,1.259572955,1.019923099
MKNK2,2.836858229,1.449133263
LSM7,0.641874319,0.662469415
GADD45B,3.919327427,21.93500106
TIMM13,0.725021836,0.455925061
LMNB2,0.617945899,1.6665375
SLC39A3,1.052737014,0.77005057
THOP1,0.802602182,0.653660127
SGTA,1.123571995,0.929076818
OAZ1,1.349470096,0.902199546
GNA11,1.328604203,0.81501659
NCLN,2.371426849,1.606960011
HMG20B,0.209601351,0.387496657
FZR1,0.638010199,0.525926673
MFSD12,1.703172479,1.786926715
MRPL54,0.73242971,0.579960949
AES,1.380286738,0.672924236
DAPK3,3.158313431,2.136310788
MAP2K2,1.648689696,1.330862955
STAP2,0.74605746,0.163939836
SH3GL1,1.599636954,0.947557005
UBXN6,1.180302494,0.737957519
HDGFRP2,1.040978308,0.750433171
C19orf10,1.585243528,2.791389595
DPP9,3.586746673,3.13823013
FEM1A,0.744708275,0.833181568
PLIN3,5.337988871,1.990085859
PTPRS,3.835340388,0.255896318
SAFB,1.62208522,1.066856993
C19orf70,1.668183099,1.366700625
MLLT1,2.157825287,0.399519077
RANBP3,1.152902618,0.742641056
CLPP,0.910568483,0.879567537
ALKBH7,0.628728533,0.343545677
RPL36,1.147896278,0.798450454
NDUFA11,1.145780979,0.917627975
EEF2,1.466700691,0.933480947
GTF2F1,1.412712405,0.870027203
LONP1,0.886910033,1.349190649
SLC25A23,0.386478624,0.32941637
KHSRP,1.050632376,1.0933403
CRB3,5.35E-08,0.000000058
GPR108,1.223812335,1.981567406
TRIP10,14.90140638,8.854760333
PEX11G,1.877149433,0.19833296
ZNF358,2.534307983,0.813770202
PET100,0.50103664,0.448892987
ARHGEF18,2.737730711,1.361752688
TRAPPC5,1.373349305,0.730482014
PNPLA6,1.951140088,1.954642704
STXBP2,0.784460141,0.621831495
SNAPC2,0.493477464,1.007526718
TIMM44,0.957612755,2.542600341
CD320,0.193992374,0.573727472
ELAVL1,1.115950371,0.867449221
NDUFA7,0.488520667,0.282281996
Mar-02,0.935149363,0.375281604
ZNF558,2.338996002,0.81548305
HNRNPM,0.623917424,0.930535285
RPS28,0.684720049,0.670001691
ZNF317,0.924956283,0.848051559
ZNF426,0.967267831,0.499286231
ZNF266,1.061840482,0.527028347
ZNF121,0.809878575,0.701629623
ZNF559,0.770753045,0.34009459
ZNF561,0.697010132,0.377325144
UBL5,1.011277956,0.673933491
PIN1,0.631372004,0.655353348
ZNF562,0.872191069,0.581385343
DNMT1,0.802032825,1.347760034
MRPL4,0.9164362,0.976987677
FDX1L,0.736497554,0.621386885
TYK2,1.373158498,1.100628284
PPAN,2.630416242,1.892382979
EIF3G,1.5263875,1.311494423
KEAP1,1.12555661,0.574278763
KRI1,1.114972848,0.693550833
CDC37,1.747656913,1.482253045
AP1M2,0.0096109,0.007396065
ILF3-AS1,0.992738867,1.01557689
SLC44A2,0.567655992,0.381883353
QTRT1,0.295468473,0.417231395
TMED1,1.161032436,0.78428686
C19orf52,1.250896422,0.897344176
CARM1,1.101050997,1.5938458
