gene,hits
QRSL1,0
C6orf203,0
SOBP,13
LACE1,0
FOXO3,66
ARMC2,0
CEP57L1,0
SMPD2,0
FIG4,1
CDC40,0
AMD1,6
RP11-397G5.2,0
GTF3C6,0
RPF2,0
SLC16A10,1
KIAA1919,0
RP5-1112D6.4,0
FAM229B,0
RP11-367G18.2,0
MARCKS,5
NT5DC1,0
DSE,3
RWDD1,0
KPNA5,0
RFX6,11
DCBLD1,0
NUS1,0
SLC35F1,0
RP11-632C17__A.1,0
ASF1A,2
HSF2,1
PKIB,1
SMPDL3A,0
TPD52L1,0
NCOA7,1
HINT3,0
TRMT11,4
CENPW,0
RNF146,1
L3MBTL3,2
AKAP7,0
ENPP3,2
ENPP1,0
RPS12,0
TBPL1,0
MYB,31
RP3-325F22.5,0
PEX7,0
TNFAIP3,2
ARFGEF3,0
RP3-422G23.4,0
HEBP2,0
RP11-390P2.4,0
CCDC28A,0
ABRACL,0
HECA,1
VTA1,1
ADGRG6,0
AIG1,0
RP1-95L4.4,0
PEX3,0
PHACTR2,0
LTV1,0
UTRN,2
RP3-466P17.1,0
RAB32,0
STXBP5,0
SAMD5,1
SASH1,1
UST,17
TAB2,4
GINM1,0
RPS18P9,0
AL358852.1,0
PCMT1,0
ULBP2,5
ULBP1,2
BTF3P10,0
PPP1R14C,1
IYD,0
MTHFD1L,0
RP1-292B18.1,0
AKAP12,20
ARMT1,0
RP1-101K10.6,0
SCAF8,0
ARID1B,0
ZDHHC14,2
SNX9,2
SYNJ2,1
GTF2H5,0
TULP4,0
TMEM181,0
C6orf99,0
WTAP,1
ACAT2,1
MRPL18,0
IGF2R,9
RP11-288H12.3,0
RP1-276N6.2,0
SLC22A3,11
MAP3K4,1
QKI,6
FGFR1OP,0
MLLT4,0
SMOC2,0
XXyac-YX65C7_A.2,0
C6orf120,0
RP1-266L20.4,0
ERMARD,0
RP11-302L19.1,0
FAM120B,0
TBP,15
EXOC2,2
RP11-157J24.2,0
GMDS,1
SERPINB6,0
HTATSF1P2,0
RP1-40E16.12,0
TUBB2A,2
SLC22A23,0
RP3-406P24.3,0
ECI2,2
RPP40,1
LYRM4,0
RP1-232P20.1,0
NRN1,0
F13A1,4
RP1-80N2.3,0
SSR1,0
RP11-69L16.5,0
RP3-512B11.3,0
TXNDC5,4
BLOC1S5,0
EEF1E1,0
SLC35B3,0
TFAP2A,21
C6orf52,0
MAK,85
ELOVL2,2
NEDD9,7
ADTRP,0
RP1-257A7.5,0
TBC1D7,0
GFOD1,0
RP1-223E5.4,0
RANBP9,0
MCUR1,0
RP11-560J1.2,0
DTNBP1,0
ATXN1,5
NUP153,2
KIF13A,1
NHLRC1,1
TPMT,1
DEK,3
RP1-167F1.2,0
RP4-625H18.2,0
MBOAT1,0
DCDC2,1
KIAA0319,0
TDP2,3
RP1-30M3.5,0
C6orf62,0
FAM65B,2
HIST1H3B,0
HIST1H1C,0
HIST1H2BC,0
HIST1H3D,0
HIST1H2AD,0
HIST1H2BG,1
HIST1H4H,0
ZNF322,1
GUSBP2,0
RP1-86C11.7,0
HIST1H2BJ,0
HIST1H2BK,0
ZNF204P,0
ZNF184,1
HIST1H2BL,0
HIST1H2AJ,0
HIST1H2AK,0
HIST1H2AM,0
RP1-313I6.12,0
ZSCAN16-AS1,0
TOB2P1,0
ZKSCAN4,0
ZSCAN31,0
ZSCAN12,2
ZSCAN23,0
ZBED9,0
NOP56P1,0
XXbac-BPG308K3.5,0
TRIM27,1
ZNF311,1
GABBR1,1
SUMO2P1,0
RPL23AP1,0
HCG4,0
TRIM26,0
PAIP1P1,0
XXbac-BPG283O16.9,0
HCG18,0
GNL1,0
PPP1R10,0
DHX16,0
PPP1R18,0
NRM,1
MDC1,4
FLOT1,0
IER3,4
CCHCR1,1
POU5F1,52
PSORS1C3,0
XXbac-BPG299F13.17,0
HLA-C,4
HLA-B,10
XXbac-BPG181B23.7,0
DDX39B,1
ATP6V1G2,0
BAG6,0
C6orf47,0
GPANK1,0
LY6G5C,0
ABHD16A,0
DDAH2,1
CLIC1,1
VWA7,0
VARS,0
LSM2,0
HSPA1L,0
NEU1,0
SLC44A4,2
EHMT2,5
ZBTB12,0
NELFE,0
DXO,0
ATF6B,2
FKBPL,0
AGPAT1,0
AGER,13
PBX2,1
HLA-DRB1,25
HLA-DQB1,2
HLA-DQB2,0
TAP2,3
PSMB8,2
TAP1,6
HLA-DMB,2
HLA-DMA,0
COL11A2,7
RXRB,2
XXbac-BPG157A10.21,0
VPS52,0
WDR46,0
RGL2,0
TAPBP,0
ZBTB22,0
DAXX,19
LYPLA2P1,0
CUTA,0
BAK1,34
UQCC2,0
IP6K3,0
LEMD2,0
C6orf1,0
RPL35P2,0
NUDT3,0
RPS10,1
SPDEF,70
C6orf106,0
TAF11,0
TEAD3,0
FKBP5,26
SRPK1,8
RP1-179N16.6,0
ETV7,1
STK38,1
PPIL1,0
MTCH1,0
CCDC167,0
BTBD9,0
GLO1,9
RP1-207H1.3,0
SAYSD1,0
KCNK5,0
MOCS1,0
RP1-278E11.3,0
LRFN2,0
OARD1,0
FOXP4-AS1,1
TFEB,3
PGC,23
FRS3,1
USP49,0
MED20,0
CCND3,18
RP11-7K24.3,0
C6orf132,0
MRPS10,0
TRERF1,0
TBCC,0
C6orf226,0
RPL24P4,0
PEX6,1
MEA1,0
RP1-20C7.6,0
CUL7,0
MRPL2,0
DNPH1,0
ZNF318,0
DLK2,1
LRRC73,0
YIPF3,0
RP3-337H4.9,0
XPO5,2
RP3-337H4.6,0
GTPBP2,0
MRPS18A,0
RP1-261G23.7,0
MRPL14,0
SLC35B2,0
NFKBIE,0
AARS2,0
SUPT3H,0
RP1-8B1.4,0
ENPP5,0
RCAN2,1
CYP39A1,1
PLA2G7,11
ADGRF1,2
TNFRSF21,2
RP11-385F7.1,0
MUT,27
CRISP3,24
RP3-437C15.1,0
MCM3,3
TRAM2,0
GSTA2,1
GSTA1,9
GSTA4,2
ICK,2
ELOVL5,3
GCLC,3
DST,11
RAB23,3
GUSBP4,0
LINC00680,0
RP5-1148A21.3,0
LMBRD1,0
KHDC1,0
OOEP,0
RPL39P3,0
EEF1A1,16
SLC17A5,0
COX7A2,1
TMEM30A,3
PHIP,88
HMGN3,0
ELOVL4,0
RP11-379B8.1,0
IBTK,1
UBE3D,0
PGM3,3
ME1,3
SNAP91,0
CEP162,0
LINC01611,0
TPT1P6,0
SNX14,0
SYNCRIP,0
SNHG5,1
RARS2,0
AKIRIN2,0
RNGTT,0
SRSF12,0
UBE2J1,0
RRAGD,0
LYRM2,0
MDN1,0
MAP3K7,14
RP11-127B16.1,0
EPHA7,4
MANEA-AS1,0
GPR63,0
NDUFAF4,0
MMS22L,0
FBXL4,1
FAXC,0
COQ3,0
PNISR,1
USP45,0
CCNC,4
ASCC3,1
HACE1,4
BVES,0
POPDC3,0
PREP,13
ATG5,57
RTN4IP1,0
CD24,73
BEND3,0
PDSS2,0
SEC63,2
RPL3P7,0
OSTM1,0
SNX3,0
RP11-249L21.4,0
SESN1,3
CD164,3
MICAL1,2
ZBTB24,0
AK9,0
WASF1,4
DDO,1
CDK19,5
REV3L,0
TRAF3IP2,0
FYN,31
TUBE1,0
RP1-159M24.1,0
HDAC2,36
FRK,7
TSPYL4,0
RP3-486I3.4,0
TSPYL1,1
CBX3P9,0
ZUFSP,0
GOPC,0
CEP85L,1
MCM9,0
FAM184A,0
MAN1A1,0
TBC1D32,0
RP3-425C14.4,0
SERINC1,0
HDDC2,0
ECHDC1,0
SOGA3,0
PTPRK,2
ARHGAP18,1
EPB41L2,1
MED23,0
STX7,1
SLC18B1,0
SLC2A12,2
SGK1,21
HBS1L,0
AHI1,1
MTFR2,0
BCLAF1,3
RP3-406A7.7,0
MAP7,0
MAP3K5,10
IL20RA,0
IFNGR1,2
PERP,5
NHSL1,0
REPS1,0
CITED2,1
HIVEP2,0
RP11-439L18.2,0
RP1-45I4.3,0
ADAT2,0
FUCA2,1
SF3B5,0
TPT1P4,0
EPM2A,1
FBXO30,1
SHPRH,0
STXBP5-AS1,0
PPIL4,0
KATNA1,1
LATS1,11
NUP43,0
LRP11,0
ULBP3,1
RP11-613F7.1,0
ZBTB2,0
RMND1,0
FBXO5,0
MTRF1L,0
RP11-475C16.1,0
CNKSR3,0
TFB1M,0
RP11-230C9.2,0
TMEM242,0
SERAC1,0
DYNLT1,0
EZR,0
RSPH3,0
SOD2,50
TCP1,3
LPAL2,0
RP3-428L16.2,0
PDE10A,2
SFT2D1,0
MPC1,6
RPS6KA2,3
RPS6KA2-IT1,0
FAM103A2P,0
RNASET2,1
WDR27,0
PHF10,0
TCTE3,0
DLL1,3
PSMB1,1
PDCD2,0
XX-C2158C6.3,0
FAM20C,0
DNAAF5,0
SUN1,0
GET4,0
AC073957.15,0
GPR146,0
GPER1,13
AC091729.9,0
MAFK,0
PSMG3-AS1,0
NUDT1,1
EIF3B,2
CHST12,0
IQCE,0
TTYH3,0
SDK1,2
FOXK1,2
AP5Z1,0
RNF216P1,0
RBAK,1
WIPI2,0
SLC29A4,0
RP11-1275H24.3,0
FSCN1,4
ZNF815P,0
CCZ1,0
AIMP2,0
USP42,0
RAC1,127
ZDHHC4,0
C7orf26,0
ZNF853,0
ZNF316,0
PMS2CL,0
C1GALT1,3
MIOS,0
UMAD1,0
GLCCI1,0
AC007128.1,0
RP4-594A5.1,0
HSPA8P8,0
PHF14,0
TMEM106B,0
SCIN,3
ARL4A,0
BZW2,0
TSPAN13,3
AHR,170
RP11-511H23.2,0
RPL21P75,0
AC005083.1,0
AC005251.3,0
SP4,8
DNAH11,0
AC005682.5,0
KLHL7,0
NUPL2,0
GPNMB,3
MALSU1,0
CCDC126,0
FAM221A,0
NPY,30
MPP6,0
NFE2L3,0
CBX3,2
SNX10,0
HOTAIRM1,1
HOXA10-AS,0
HOXA11-AS,0
HOTTIP,7
TAX1BP1,0
PRR15,0
PLEKHA8,0
MTURN,0
ZNRF2,0
AC006978.6,0
GARS,0
FAM188B,0
AQP1,7
GHRHR,2
AVL9,0
ZNRF2P1,0
RP11-225B17.2,0
FKBP9,2
BBS9,0
RP11-379H18.1,0
Sep-07,0
EEPD1,0
ANLN,3
EPDR1,2
STARD3NL,0
AC006033.22,0
YAE1D1,0
RALA,23
LINC00265,0
AC004987.9,0
CDK13,1
SUGCT,0
MRPL32,0
STK17A,1
BLVRA,0
UBE2D4,0
LINC00957,0
DBNL,1
AC017116.11,0
YKT6,1
AC004453.8,0
OGDH,1
ZMIZ2,1
PPIA,6
AC004854.4,0
RP4-673M15.1,0
CCM2,0
ADCY1,1
GTF2IP13,0
RP11-638I8.1,0
IGFBP1,16
VSTM2A,0
EGFR,1521
LANCL2,0
PSPHP1,0
ZNF713,0
MRPS17,0
GBAS,0
CCT6A,0
SUMF2,0
ZNF736,0
TRIM60P18,0
ZNF107,0
ZNF138,0
ZNF273,0
GTF2IP14,0
ZNF92,0
CCT6P1,0
GTF2IP5,0
RP13-254B10.1,0
VKORC1L1,0
ASL,86
CRCP,10
TPST1,0
GS1-124K5.4,0
KCTD7,0
RP4-756H11.3,0
RABGEF1,1
RP11-458F8.1,0
GTF2IP23,0
RP11-458F8.4,0
TMEM248,0
TYW1,0
STAG3L4,0
LINC01372,0
AUTS2,0
WBSCR17,0
SBDSP1,0
POM121,4
GTF2IP4,0
FZD9,0
VPS37D,0
WBSCR22,0
ABHD11-AS1,0
CLDN4,22
ELN,2
LIMK1,20
EIF4H,0
LAT2,5
CLIP2,1
GTF2IRD1,0
GTF2I,2
PMS2P5,0
GATSL2,0
GTF2IRD2B,0
STAG3L1,0
NSUN5P1,0
RHBDD2,0
POR,177
MDH2,3
SRRM3,0
HSPB1,54
ZP3,1
DTX2,0
PMS2P9,0
CCDC146,0
PTPN12,3
RSBN1L,0
PHTF2,0
GNAI1,1
DMTF1,0
CROT,1
DBF4,1
ADAM22,0
STEAP1,53
STEAP2,19
CFAP69,0
AC002064.5,0
GTPBP10,1
CLDN12,0
AC006153.3,0
CDK14,1
FZD1,5
AKAP9,2
ANKIB1,0
GATAD1,0
RBM48,0
CCDC132,0
CASD1,0
PEG10,7
PPP1R9A,1
SDHAF3,0
LMTK2,14
BHLHA15,0
BRI3,0
NPTX2,2
TRRAP,2
AC004893.11,0
ARPC1A,0
ARPC1B,1
BUD31,2
CPSF4,0
ZNF789,0
ZKSCAN5,0
ZNF655,0
GS1-259H13.2,0
ZSCAN25,0
AZGP1P1,0
ZKSCAN1,1
ZSCAN21,0
COPS6,0
AP4M1,0
CNPY4,0
MBLAC1,0
LAMTOR4,0
STAG3L5P,0
PILRB,0
MEPCE,0
RP11-758P17.3,0
AGFG2,0
FBXO24,0
PCOLCE,0
MOSPD3,0
GNB2,1
POP7,1
SLC12A9,0
TRIP6,0
SRRT,0
MUC3A,0
TRIM56,0
AP1S1,1
ZNHIT1,0
RP11-132A1.4,0
COL26A1,0
CUX1,3
SH2B2,0
CTA-313A17.3,0
PRKRIP1,0
ORAI2,2
LRWD1,0
FAM185A,0
RP11-577H5.1,0
ARMC10,0
PMPCB,0
PSMC2,0
CTA-276O3.4,0
EIF4BP6,0
KMT2E,1
RINT1,0
RP11-22N19.2,0
PRKAR2B,7
HBP1,3
DUS4L,2
BCAP29,2
CBLL1,0
DLD,25
DNAJB9,1
ZNF277,0
IFRD1,0
LSMEM1,0
TES,27
CAPZA2,1
ST7,5
CFTR,6
LSM8,0
KCND2,0
ING3,7
HMGN1P18,0
FEZF1-AS1,1
RPS26P31,0
RP11-390E23.6,0
ARF5,0
SND1,7
HILPDA,0
RP11-155G14.5,0
METTL2B,0
RP11-274B21.1,0
RP11-274B21.14,0
RP11-274B21.13,0
RP11-274B21.2,0
RP11-274B21.4,0
RP11-274B21.3,0
CALU,20
CCDC136,0
ATP6V1F,1
IRF5,1
TPI1P2,0
TSPAN33,0
SMO,45
AHCYL2,0
STRIP2,0
SMKR1,0
NRF1,5
KLHDC10,0
MEST,2
MKLN1,0
EXOC4,1
BPGM,0
CALD1,3
AGBL3,0
TMEM140,0
RP11-134L10.1,0
NUP205,0
C7orf73,0
AC015987.1,0
RPL41,0
AC009245.3,0
TRIM24,12
TTC26,0
UBN2,0
C7orf55-LUC7L2,0
C7orf55,0
ERHP1,0
TBXAS1,0
JHDM1D-AS1,0
RAB19,0
ADCK2,1
NDUFB2,0
TMEM178B,0
AGK,6
SSBP1,0
PRSS1,1
EPHB6,4
GSTK1,1
CASP2,5
ZYX,1
TCAF1P1,0
TCAF2,1
RP4-545C24.1,0
ARHGEF5,0
CNTNAP2,2
CUL1,10
GHET1,2
ZNF398,0
ZNF282,0
ZNF212,0
ZNF783,1
RP4-800G7.2,0
KRBA1,0
SSPO,0
ZNF862,0
RP4-751H13.5,0
ATP6V0E2,0
LRRC61,0
ZBED6CL,0
REPIN1,2
ZNF775,0
GIMAP2,0
ABCB8,0
ASIC3,1
SLC4A2,1
AGAP3,0
CHPF2,0
RP4-548D19.3,0
NUB1,0
PRKAG2-AS1,0
GALNT11,0
RP11-208G20.2,0
LINC01003,0
ACTR3B,0
PAXIP1-AS2,0
RP11-5C23.1,0
PAXIP1-AS1,0
HTR5A,0
INSIG1,1
AC008060.7,0
RP5-912I13.1,0
RBM33,0
RNF32,0
NOM1,0
MNX1-AS1,1
UBE3C,2
DNAJB6,0
WDR60,0
AC093627.9,0
PDGFA,7
PRKAR1B,0
ADAP1,0
COX19,0
C7orf50,0
ZFAND2A,0
MICALL2,0
RP11-1246C19.1,0
INTS1,0
TMEM184A,0
PSMG3,0
ELFN1-AS1,0
MAD1L1,5
FTSJ2,0
SNX8,0
BRAT1,0
GNA12,2
TNRC18,0
RP11-1275H24.1,0
FBXL18,0
ACTB,14
RNF216,1
PMS2,38
EIF2AK1,1
CYTH3,0
FAM220A,0
DAGLB,0
KDELR2,0
AC072052.7,0
ZNF12,0
CCZ1B,0
OR7E39P,0
COL28A1,1
RP5-1159O4.2,0
RP5-1159O4.1,0
RPA3,0
ICA1,1
NDUFA4,1
THSD7A,1
AC005019.3,0
ETV1,124
DGKB,2
SOSTDC1,1
ANKMY2,0
AGR2,39
AGR3,9
AC019117.2,0
SNX13,0
TWIST1,95
TWISTNB,0
MACC1,0
CDCA7L,2
RAPGEF5,0
EEF1A1P6,0
TOMM7,0
FAM126A,0
KLHL7-AS1,0
IGF2BP3,7
TRA2A,2
AC006026.13,0
DFNA5,1
OSBPL3,0
CYCS,8
CTD-2227E11.1,0
CTB-119C2.1,0
HNRNPA2B1,10
SKAP2,0
HOXA3,0
HOXA5,1
HOXA6,0
HOXA9,8
HOXA10,4
HOXA11,0
RP1-170O19.14,0
HOXA13,7
HNRNPA1P73,0
EIF4HP1,0
HIBADH,0
JAZF1,20
SCRN1,1
FKBP14,0
NOD1,3
GGCT,5
AC005154.6,0
LSM5,0
KBTBD2,0
NT5C3A,0
RP9,0
DPY19L1,0
HERPUD2,0
KIAA0895,0
ELMO1,0
TRGC2,1
TRGJ2,0
TRGJP2,0
TRGC1,0
TRGVB,0
TRGV10,0
TRGV9,0
TRGV7,0
VPS41,0
AC004837.5,0
RWDD4P2,0
MPLKIP,0
INHBA,5
GLI3,11
C7orf25,0
PSMA2,0
COA1,0
MRPS24,0
URGCP,2
AC004951.6,0
POLR2J4,0
RASA4CP,0
POLM,0
POLD2,0
CAMK2B,0
NUDCD3,0
DDX56,0
TMED4,0
H2AFV,1
PURB,0
MYO1G,0
SNHG15,1
TBRG4,0
SEPT7P2,0
IGFBP3,366
TNS3,0
HUS1,6
FIGNL1,0
DDC,33
GRB10,3
COBL,0
SEC61G,0
VOPP1,0
PSPH,1
CHCHD2,0
NUPR1L,0
ZNF680,0
ZNF117,0
ERV3-1,0
RP11-479O9.4,0
GUSB,2
LINC00174,0
GTF2IP9,0
GS1-124K5.2,0
SKP1P1,0
GS1-124K5.3,0
GS1-124K5.11,0
RP4-756H11.5,0
GS1-124K5.12,0
RPL35P5,0
RP11-792A8.4,0
SBDS,1
PMS2P4,0
TYW1B,0
NSUN5P2,0
STAG3L3,0
NSUN5,0
BAZ1B,2
BCL7B,0
TBL2,1
MLXIPL,3
DNAJC30,0
STX1A,0
ABHD11,0
CLDN3,14
WBSCR27,0
RFC2,0
STAG3L2,0
WBSCR16,0
GTF2IP1,0
POM121C,0
PMS2P3,0
HIP1,7
TMEM120A,0
STYXL1,1
AC005077.14,0
GTF2IP7,0
YWHAG,0
POMZP3,0
FAM185BP,0
GSAP,0
APTR,1
TMEM60,0
MAGI2,6
SEMA3C,11
CACNA2D1,0
PCLO,4
SEMA3E,4
KIAA1324L,0
AC005076.5,0
TMEM243,0
TP53TG1,1
SLC25A40,0
SRI,84
STEAP4,12
AC002456.2,0
MTERF1,0
CYP51A1,0
KRIT1,0
PEX1,0
FAM133B,1
AC002075.4,0
BET1,0
SGCE,1
RPS3AP25,0
PON2,1
SLC25A13,0
SHFM1,1
DLX5,2
ASNS,1
OR7E7P,0
OR7E38P,0
AC004967.7,0
TECPR1,0
BAIAP2L1,1
RPS3AP26,0
SMURF1,3
PDAP1,0
PTCD1,0
AC073063.10,0
ATP5J2,0
ZNF394,0
FAM200A,0
CYP3A5,113
TRIM4,1
GJC3,0
AZGP1,27
ZNF3,0
MCM7,25
TAF6,1
RP11-506M12.1,0
C7orf43,0
GPC2,1
GATS,0
PMS2P1,0
ZCWPW1,0
PPP1R35,0
TSC22D4,0
SAP25,0
LRCH4,0
ACTL6B,0
GIGYF1,0
EPHB4,20
RP11-126L15.4,0
UFSP1,0
ACHE,4653
VGF,1
PLOD3,0
CLDN15,0
FIS1,3
IFT22,0
ALKBH4,0
POLR2J,0
POLR2J3,0
UPK3BL,0
NAPEPLD,0
RP11-401L13.4,0
DNAJC2,0
RELN,0
ORC5,0
LINC01004,0
KMT2E-AS1,0
SRPK2,1
PUS7,0
YBX1P2,0
ATXN7L1,0
SYPL1,0
NAMPT,9
CCDC71L,0
CTA-363E19.2,0
COG5,0
AC002467.7,0
LAMB1,3
NRCAM,5
PNPLA8,0
THAP5,0
AC003088.1,0
IMMP2L,2
DOCK4,1
TMEM168,0
C7orf60,0
LINC00998,0
ST7-AS1,0
WNT2,5
ASZ1,0
CTTNBP2,1
TSPAN12,0
FAM3C,1
AASS,4
CADPS2,0
RNF148,0
IQUB,0
NDUFA5,0
WASL,2
GPR37,0
POT1,1
AC000123.3,0
AC000123.2,0
ZNF800,0
GCC1,0
LRRC4,1
RBM28,0
IMPDH1,0
RP11-212P7.2,0
RP11-212P7.1,0
TNPO3,0
RP11-305M3.2,0
RP11-448A19.1,0
UBE2H,0
ZC3HC1,0
TMEM209,0
CEP41,0
COPG2,0
LINC-PINT,0
MKLN1-AS,0
PODXL,2
EEF1B2P6,0
AC093106.5,0
CHCHD3,0
AC083873.4,0
SLC35B4,1
C7orf49,0
WDR91,0
CNOT4,0
MTPN,1
CREB3L2,0
KIAA1549,0
ZC3HAV1L,0
ZC3HAV1,0
RP11-634H22.1,0
HIPK2,1
PARP12,0
KDM7A,2
SLC37A3,0
MKRN1,0
NDUFB2-AS1,0
BRAF,103
MRPS33,0
KIAA1147,0
RP5-894A10.6,0
TRPV6,40
FAM131B,0
AC093673.5,0
EPHA1,10
TCAF1,2
ARHGEF35,0
OR2A7,0
ARHGEF34P,0
TPK1,0
RP5-1136G13.2,0
EZH2,294
PDIA4,0
ZNF786,0
ZNF425,0
RP4-800G7.1,0
ZNF777,0
ZNF746,0
ZNF767P,0
ZNF467,0
ATP6V0E2-AS1,0
ACTR3C,0
KCNH2,3
CDK5,22
FASTK,0
TMUB1,0
ABCF2,1
SMARCD3,0
RHEB,5
PRKAG2,0
KMT2C,5
XRCC2,3
PAXIP1,0
HTR5A-AS1,0
AC144652.1,0
AC009403.2,0
LINC01006,0
LMBR1,0
MNX1,4
PTPRN2,2
THAP5P1,0
NCAPG2,0
ESYT2,0
ZNF596,0
RP5-855D21.3,0
RP5-855D21.2,0
FBXO25,1
CLN8,0
ARHGEF10,0
KBTBD11,0
PAICSP4,0
MCPH1,2
AGPAT5,0
FAM86B3P,0
CLDN23,0
ERI1,0
TNKS,3
MSRA,0
RP11-177H2.2,0
MTMR9,0
TDH,0
NEIL2,1
SUB1P1,0
FDFT1,3
FAM66D,0
TUSC3,4
MICU3,0
ZDHHC2,0
VPS37A,2
SLC7A2,1
PDGFRL,1
RP11-806O11.1,0
PCM1,0
NAT1,35
SH2D4A,0
INTS10,0
LPL,29
ATP6V1B2,0
XPO7,0
DMTN,2
FAM160B2,0
BMP1,4
POLR3D,0
SLC39A14,1
PPP3CC,2
SORBS3,0
PDLIM2,1
C8orf58,0
CCAR2,3
RHOBTB2,1
TNFRSF10C,6
RP11-1149O23.3,0
CHMP7,0
R3HCC1,0
CTC-756D1.2,0
SLC25A37,2
ADAM7,1
DOCK5,0
CDCA2,0
PPP2R2A,9
BNIP3L,5
DPYSL2,0
PTK2B,2
EPHX2,2
SCARA3,6
ESCO2,1
ELP3,0
FZD3,2
EXTL3,0
HMBOX1,0
CTD-2647L4.4,0
LEPROTL1,0
DCTN6,0
TUBBP1,0
RBPMS,1
CTD-2373N4.3,0
UBXN8,0
RP5-1009N12.1,0
WRN,4
RP11-11N9.4,0
MAK16,0
RP11-317N12.1,0
RP11-734J24.1,0
ZNF703,0
ERLIN2,0
PROSC,0
EIF4EBP1,24
ASH2L,1
BAG4,1
DDHD2,0
RP11-513D5.5,0
RP11-513D5.2,0
RP11-350N15.5,0
TACC1,2
PLEKHA2,1
ADAM9,20
C8orf4,0
GOLGA7,0
GINS4,1
AGPAT6,1
AP3M2,0
IKBKB,103
POLB,1
VDAC3,1
SMIM19,0
HOOK3,2
FNTA,0
POMK,0
HGSNAT,0
RPL10AP2,0
SPIDR,0
MCM4,0
UBE2V2,1
RP11-110G21.1,0
MRPL15,0
TGS1,0
LYN,38
CHCHD7,0
RP11-140I16.3,0
FAM110B,1
UBXN2B,0
SDCBP,3
RAB2A,0
CHD7,1
NPM1P6,0
KRT8P3,0
YTHDF3,0
MTFR1,0
RRS1,0
C8orf44,0
SGK3,2
MCMDC2,0
CSPP1,0
GS1-44D20.1,0
RP11-159H10.3,0
XKR9,0
TERF1,1
RDH10,1
TMEM70,0
RP11-367E12.4,0
GDAP1,0
ZFHX4,0
PKIA,0
ZC2HC1A,0
ZBTB10,2
RP11-48B3.4,0
RPSAP47,0
FABP5,28
CHMP4C,1
RALYL,0
LRRCC1,0
E2F5,10
CA13,0
WWP1,11
CPNE3,3
CNBD1,0
RIPK2,1
OSGIN2,0
DECR1,0
OTUD6B,0
RP11-388K12.3,0
RP11-388K12.2,0
FAM92A1,0
TMEM67,0
PDP1,1
ESRP1,7
DPY19L4,0
INTS8,0
RP11-347C18.5,0
RP11-347C18.3,0
NDUFAF6,1
PLEKHF2,0
C8orf37-AS1,0
PTDSS1,0
SDC2,4
CPQ,4
MTDH,24
LAPTM4B,5
MATN2,1
ERICH5,0
POP1,1
OSR2,1
VPS13B,0
POLR2K,1
SPAG1,0
KB-1991G8.1,0
GRHL2,10
UBR5-AS1,0
KB-1732A1.1,0
AZIN1-AS1,0
ATP6V1C1,0
FZD6,5
DCAF13,0
RIMS2,0
OXR1,2
EMC2,0
ENY2,0
EBAG9,5
UTP23,0
AC087350.1,0
RAD21-AS1,0
MED30,0
MAL2,1
NOV,13435
DEPTOR,3
RP11-760H22.2,0
MTBP,2
ZHX2,1
TBC1D31,0
WDYHV1,0
FAM91A1,0
TRMT12,0
RNF139,0
RP11-158K1.3,0
NDUFB9,1
RP11-532M24.1,0
SQLE,7
NSMCE2,0
TRIB1,7
RP11-89K10.1,0
PCAT1,22
CASC21,0
MYC,1194
PVT1,17
EFR3A,0
PHF20L1,0
ST13P6,0
RP11-629O1.2,0
RP11-157E21.1,0
KHDRBS3,2
RP11-30J20.1,0
CHRAC1,0
DENND3,0
PTP4A3,6
ADGRB1,0
PSCA,303
THEM6,0
LY6E,1
C8orf31,0
ZFP41,0
GLI4,0
ZNF696,0
RHPN1,0
RP11-909N17.2,0
RP11-661A12.4,0
GSDMD,1
TIGD5,1
ZNF623,0
ZNF707,1
MAPK15,0
FAM83H-AS1,0
RP11-429J17.8,0
GRINA,0
EXOSC4,0
GPAA1,0
CYC1,0
MAF1,0
KIAA1875,0
HGH1,0
MROH1,0
SCX,4
HSF1,17
SLC52A2,0
ADCK5,0
TONSL-AS1,0
KIFC2,0
PPP1R16A,0
GPT,22
MFSD3,0
CTD-2517M22.17,0
LRRC14,0
ZNF517,0
ZNF7,0
C8orf33,0
SEPT14P8,0
RPL23AP53,0
RP11-91J19.3,0
TDRP,1
ERICH1,0
CTD-2336O2.1,0
CSMD1,3
RP11-115C21.2,0
ANGPT2,2
FAM66B,0
FAM85B,0
SGK223,0
CTA-398F10.2,0
MFHAS1,0
PPP1R3B,0
SOX7,8
PINX1,3
AF131215.2,0
AF131216.5,0
CTSB,9
FAM86B1,0
LONRF1,0
CNOT7,0
MTUS1,4
ASAH1,6
PSD3,0
CSGALNACT1,3
NUDT18,0
HR,3656
REEP4,0
BIN3,0
PEBP4,1
TNFRSF10B,41
TNFRSF10D,9
TNFRSF10A,41
ENTPD4,0
NKX3-1,320
STC1,5
GS1-72M22.1,0
NEFL,11
KCTD9,0
SDAD1P1,0
TRIM35,0
CHRNA2,0
CLU,122
CCDC25,0
PBK,8
ZNF395,1
FBXO16,0
INTS9,0
KIF13B,0
DUSP4,2
LINC00589,0
SARAF,7
RPS15AP24,0
RP11-51J9.5,0
RBPMS-AS1,0
GTF2E2,0
GSR,6
PPP2CB,3
FUT10,0
TTI2,0
RNF122,0
RP1-273G13.2,0
LSM12P1,0
RP11-527N22.1,0
RP11-150O12.6,0
RP11-150O12.3,0
BRF2,2
RAB11FIP1,0
